Datum;Eröffnung;Hoch;Tief;Schluss;Währung;Volumen
17.02.2023;180,400;182,100;179,050;181,950;EUR;84359
20.02.2023;182,350;183,000;181,500;181,950;EUR;71331
21.02.2023;182,250;182,600;179,700;181,700;EUR;65427
22.02.2023;181,000;182,800;180,350;182,300;EUR;103499
23.02.2023;182,400;183,700;179,300;182,350;EUR;127708
24.02.2023;182,750;185,050;182,300;182,300;EUR;291360
27.02.2023;183,450;185,150;183,000;183,050;EUR;81617
28.02.2023;182,700;185,300;182,350;183,700;EUR;200598
01.03.2023;184,450;185,900;183,200;183,900;EUR;110379
02.03.2023;183,400;184,650;181,950;184,250;EUR;99663
03.03.2023;183,750;184,450;181,300;181,700;EUR;84173
06.03.2023;181,900;182,900;180,900;182,400;EUR;105438
07.03.2023;182,550;183,250;180,000;182,300;EUR;110179
08.03.2023;181,400;182,800;180,650;182,400;EUR;95120
09.03.2023;183,350;183,400;176,000;176,200;EUR;284764
10.03.2023;174,800;176,300;173,050;174,000;EUR;156397
13.03.2023;173,850;173,850;167,800;168,050;EUR;190820
14.03.2023;167,750;168,500;165,550;167,850;EUR;189157
15.03.2023;168,200;169,150;162,200;163,350;EUR;232773
16.03.2023;165,100;166,450;161,900;166,200;EUR;214118
17.03.2023;166,600;168,250;162,250;162,650;EUR;344105
20.03.2023;161,100;168,950;158,550;168,350;EUR;174647
21.03.2023;170,000;172,550;169,200;171,650;EUR;132406
22.03.2023;171,350;173,400;170,650;171,100;EUR;113364
23.03.2023;170,500;171,150;168,550;170,100;EUR;99968
24.03.2023;170,000;172,000;167,350;171,500;EUR;162842
27.03.2023;174,650;176,100;173,950;175,500;EUR;183537
28.03.2023;176,050;177,450;173,500;175,600;EUR;134117
29.03.2023;176,150;177,750;175,350;176,900;EUR;96525
30.03.2023;177,550;180,000;177,250;177,750;EUR;142100
31.03.2023;178,000;182,000;177,950;180,350;EUR;212589
03.04.2023;179,700;179,750;174,450;176,150;EUR;106555
04.04.2023;176,800;179,350;176,700;178,350;EUR;86719
05.04.2023;178,350;180,050;178,300;179,650;EUR;96146
06.04.2023;179,350;182,950;179,300;182,800;EUR;101064
11.04.2023;182,600;183,050;181,650;182,400;EUR;99571
12.04.2023;182,150;184,150;182,050;183,850;EUR;130864
13.04.2023;183,800;184,950;183,200;183,200;EUR;95621
14.04.2023;183,950;185,200;182,050;184,350;EUR;96890
17.04.2023;184,100;184,200;179,050;179,600;EUR;151037
18.04.2023;180,450;182,050;180,200;181,850;EUR;138787
19.04.2023;182,200;185,000;181,800;184,400;EUR;82594
20.04.2023;185,600;187,500;184,500;187,350;EUR;127987
21.04.2023;187,250;189,450;186,400;187,750;EUR;141156
24.04.2023;187,050;190,750;186,450;190,450;EUR;129429
25.04.2023;189,100;190,850;188,050;190,800;EUR;87836
26.04.2023;189,900;190,800;188,650;190,100;EUR;90877
27.04.2023;190,100;190,700;188,250;189,750;EUR;94258
28.04.2023;190,000;193,600;189,800;193,600;EUR;193955
02.05.2023;193,800;194,100;189,600;189,900;EUR;131613
03.05.2023;189,900;193,250;189,900;192,200;EUR;132478
04.05.2023;187,500;190,750;185,000;186,900;EUR;179304
05.05.2023;188,150;188,600;185,800;187,300;EUR;113177
08.05.2023;187,350;189,950;187,350;189,950;EUR;72645
09.05.2023;189,000;192,350;188,550;192,200;EUR;179378
10.05.2023;192,050;192,850;188,200;189,450;EUR;133197
11.05.2023;190,200;192,650;187,900;190,250;EUR;106607
12.05.2023;192,450;193,950;190,150;190,900;EUR;171817
15.05.2023;190,950;192,300;190,000;190,500;EUR;78038
16.05.2023;190,600;191,650;189,850;190,400;EUR;104119
17.05.2023;189,100;192,550;189,000;191,400;EUR;84765
18.05.2023;191,750;193,600;191,300;192,200;EUR;59218
19.05.2023;193,400;197,300;192,650;196,550;EUR;132499
22.05.2023;196,850;197,750;194,900;195,600;EUR;118475
23.05.2023;196,850;198,900;196,000;197,650;EUR;109162
24.05.2023;196,750;197,750;195,300;196,100;EUR;128235
25.05.2023;196,150;197,600;194,750;196,800;EUR;86569
26.05.2023;198,000;199,800;196,300;199,450;EUR;112758
29.05.2023;200,000;200,700;198,950;199,950;EUR;50210
30.05.2023;199,750;202,200;198,900;201,000;EUR;91160
31.05.2023;201,100;203,100;199,250;200,200;EUR;360078
01.06.2023;201,300;205,800;200,200;205,400;EUR;269010
02.06.2023;206,300;206,300;203,000;205,200;EUR;171667
05.06.2023;205,500;206,800;201,700;202,200;EUR;138854
06.06.2023;201,800;202,500;200,500;200,500;EUR;145120
07.06.2023;200,900;201,200;193,400;193,450;EUR;174170
08.06.2023;194,400;195,200;192,050;193,200;EUR;106759
09.06.2023;193,150;193,400;187,800;189,350;EUR;176092
12.06.2023;190,600;192,150;190,250;191,150;EUR;102912
13.06.2023;191,350;191,800;188,600;190,900;EUR;103633
14.06.2023;190,650;191,750;189,800;191,250;EUR;117869
15.06.2023;190,500;190,850;188,450;190,650;EUR;93509
16.06.2023;191,750;192,000;190,300;190,800;EUR;346955
19.06.2023;191,050;191,700;189,400;189,550;EUR;74371
20.06.2023;189,600;191,400;188,650;191,400;EUR;110195
21.06.2023;190,750;191,750;190,000;190,900;EUR;91087
22.06.2023;189,900;193,150;189,850;191,050;EUR;103248
23.06.2023;190,950;191,250;187,400;190,300;EUR;103051
26.06.2023;190,500;191,200;188,450;190,400;EUR;77173
27.06.2023;191,000;191,600;189,000;191,500;EUR;108775
28.06.2023;192,900;193,200;190,950;191,800;EUR;70266
29.06.2023;191,850;192,100;190,250;191,750;EUR;65459
30.06.2023;192,400;194,750;192,100;194,350;EUR;145244
03.07.2023;195,000;196,050;193,400;194,750;EUR;80242
04.07.2023;195,000;195,050;192,700;193,350;EUR;51047
05.07.2023;192,800;193,450;191,500;192,400;EUR;103463
06.07.2023;192,050;192,050;185,800;186,700;EUR;114688
07.07.2023;186,550;187,800;184,350;187,250;EUR;83058
10.07.2023;187,550;188,450;186,100;186,500;EUR;71544
11.07.2023;187,200;187,500;186,050;186,300;EUR;69973
12.07.2023;186,700;188,900;186,600;188,800;EUR;88714
13.07.2023;188,900;191,000;188,600;190,700;EUR;61944
14.07.2023;190,500;190,900;188,950;189,800;EUR;70390
17.07.2023;189,000;191,550;189,000;191,200;EUR;48602
18.07.2023;191,450;192,700;190,600;192,500;EUR;52716
19.07.2023;193,050;193,300;188,650;191,250;EUR;50026
20.07.2023;191,450;194,100;190,450;192,950;EUR;86097
21.07.2023;193,550;195,450;193,300;195,100;EUR;99207
24.07.2023;194,250;195,500;192,650;195,500;EUR;68146
25.07.2023;195,650;196,800;194,600;196,600;EUR;64621
26.07.2023;197,050;197,550;193,050;195,550;EUR;102416
27.07.2023;196,650;197,650;193,700;197,100;EUR;121921
28.07.2023;197,900;198,600;197,000;197,700;EUR;91163
31.07.2023;197,000;197,000;194,000;194,150;EUR;97597
01.08.2023;193,600;196,300;193,150;195,150;EUR;81119
02.08.2023;193,550;193,700;190,450;192,500;EUR;74587
03.08.2023;192,350;192,950;190,400;191,300;EUR;89741
04.08.2023;191,700;192,750;190,450;192,200;EUR;57176
07.08.2023;192,100;193,300;190,650;193,100;EUR;56358
08.08.2023;191,800;194,050;191,150;191,800;EUR;94834
09.08.2023;191,750;195,700;188,700;194,400;EUR;153193
10.08.2023;198,350;203,800;198,350;202,400;EUR;242423
11.08.2023;199,500;200,500;195,800;196,600;EUR;110802
14.08.2023;196,600;199,400;196,450;199,400;EUR;65902
15.08.2023;199,600;199,600;195,950;197,900;EUR;43442
16.08.2023;198,400;199,350;197,400;198,050;EUR;54302
17.08.2023;197,850;200,200;197,300;197,750;EUR;82208
18.08.2023;197,050;197,050;193,600;194,750;EUR;96832
21.08.2023;195,000;196,200;193,950;194,200;EUR;68658
22.08.2023;194,000;195,500;192,050;192,850;EUR;102467
23.08.2023;193,850;195,450;193,700;193,850;EUR;62310
24.08.2023;195,350;196,700;194,900;196,400;EUR;63357
25.08.2023;195,850;197,250;194,650;196,000;EUR;64271
28.08.2023;197,050;197,450;196,500;196,550;EUR;37952
29.08.2023;196,850;197,250;194,700;195,600;EUR;98131
30.08.2023;195,900;197,450;195,550;196,100;EUR;58243
31.08.2023;196,700;198,500;196,200;196,250;EUR;170573
01.09.2023;196,100;198,550;195,750;196,200;EUR;62493
04.09.2023;196,450;196,450;194,400;194,650;EUR;31503
05.09.2023;194,200;198,050;193,900;197,200;EUR;79307
06.09.2023;197,150;198,000;194,500;198,000;EUR;78352
07.09.2023;197,850;201,500;197,200;201,100;EUR;102652
08.09.2023;202,000;202,600;200,600;202,200;EUR;110439
11.09.2023;203,400;206,600;203,300;206,200;EUR;107009
12.09.2023;206,800;208,900;206,800;208,800;EUR;103464
13.09.2023;208,700;209,000;206,600;208,400;EUR;111792
14.09.2023;208,800;212,700;207,900;212,700;EUR;194496
15.09.2023;213,400;215,200;212,900;213,000;EUR;275833
18.09.2023;213,300;214,300;212,100;212,700;EUR;73571
19.09.2023;213,200;213,500;212,200;213,500;EUR;70595
20.09.2023;213,300;213,300;209,400;211,900;EUR;157955
21.09.2023;211,700;215,200;209,700;213,800;EUR;132657
22.09.2023;212,600;213,900;211,700;212,800;EUR;84918
25.09.2023;212,900;213,300;211,000;211,800;EUR;74706
26.09.2023;212,100;214,000;211,900;212,300;EUR;73345
27.09.2023;212,200;212,300;208,300;208,500;EUR;102866
28.09.2023;209,200;209,700;207,800;209,000;EUR;114036
29.09.2023;209,400;209,500;204,600;207,900;EUR;166504
02.10.2023;208,500;208,600;205,100;205,700;EUR;80943
03.10.2023;205,900;208,300;205,500;205,900;EUR;80248
04.10.2023;206,100;207,300;205,100;205,800;EUR;82180
05.10.2023;206,500;207,700;205,400;206,600;EUR;54560
06.10.2023;205,100;209,100;204,900;208,800;EUR;86915
09.10.2023;207,900;209,400;206,200;206,800;EUR;87921
10.10.2023;208,500;209,200;207,100;207,500;EUR;86783
11.10.2023;207,300;208,800;207,100;207,500;EUR;116902
12.10.2023;208,500;211,000;208,200;209,600;EUR;87622
13.10.2023;210,200;211,300;207,600;208,000;EUR;96223
16.10.2023;208,600;208,600;205,300;206,200;EUR;94133
17.10.2023;206,000;207,600;205,600;207,200;EUR;62438
18.10.2023;207,900;209,900;207,500;209,500;EUR;73392
19.10.2023;208,500;210,800;207,000;210,800;EUR;122000
20.10.2023;209,800;210,200;204,900;204,900;EUR;193857
23.10.2023;205,900;206,500;204,000;205,100;EUR;74423
24.10.2023;205,200;207,300;204,400;206,900;EUR;74393
25.10.2023;206,600;211,500;206,500;211,400;EUR;79691
26.10.2023;210,900;211,200;207,800;209,100;EUR;70430
27.10.2023;209,000;209,300;205,400;206,200;EUR;140764
30.10.2023;206,300;208,700;206,300;207,800;EUR;62391
31.10.2023;208,400;209,300;207,100;208,300;EUR;108755
01.11.2023;209,800;214,600;209,300;214,600;EUR;129872
02.11.2023;215,500;216,600;210,500;211,200;EUR;144013
03.11.2023;211,500;211,700;201,400;206,600;EUR;236823
06.11.2023;205,800;206,000;202,900;205,000;EUR;113237
07.11.2023;204,900;206,300;204,300;204,600;EUR;82971
08.11.2023;203,500;206,400;202,700;206,400;EUR;120959
09.11.2023;200,000;202,900;196,250;201,600;EUR;265335
10.11.2023;201,300;203,200;200,100;202,100;EUR;160463
13.11.2023;203,000;205,600;202,700;205,600;EUR;88427
14.11.2023;205,600;207,900;203,800;204,900;EUR;99861
15.11.2023;204,300;204,900;201,600;203,500;EUR;103939
16.11.2023;203,500;204,900;202,400;204,500;EUR;101728
17.11.2023;205,000;209,300;205,000;208,900;EUR;150498
20.11.2023;208,900;212,300;208,600;212,200;EUR;102684
21.11.2023;212,100;217,000;211,600;217,000;EUR;130686
22.11.2023;217,700;218,900;215,700;217,000;EUR;111553
23.11.2023;217,200;218,100;216,200;217,300;EUR;75826
24.11.2023;217,800;217,900;216,400;217,000;EUR;115876
27.11.2023;217,800;219,600;216,200;219,200;EUR;96009
28.11.2023;218,500;220,700;218,200;218,400;EUR;79114
29.11.2023;218,400;218,800;215,900;217,500;EUR;93431
30.11.2023;217,300;219,500;216,700;219,000;EUR;541495
01.12.2023;219,800;220,200;218,500;219,000;EUR;110829
04.12.2023;218,400;221,000;217,700;220,700;EUR;75750
05.12.2023;221,400;222,400;219,600;221,100;EUR;87074
06.12.2023;222,100;222,300;218,300;218,300;EUR;148096
07.12.2023;218,800;221,200;218,700;219,400;EUR;95070
08.12.2023;220,400;220,400;217,700;218,600;EUR;119743
11.12.2023;219,600;220,600;217,500;220,400;EUR;107336
12.12.2023;221,000;225,100;220,600;225,100;EUR;128333
13.12.2023;225,500;229,900;225,100;228,900;EUR;131349
14.12.2023;227,100;227,200;215,600;215,800;EUR;316495
