Datum;Eröffnung;Hoch;Tief;Schluss;Währung;Volumen
17.12.2018;117,900;118,500;116,600;117,000;EUR;168635
18.12.2018;116,800;117,600;116,300;116,600;EUR;187202
19.12.2018;116,500;118,100;116,400;117,800;EUR;195431
20.12.2018;116,100;117,000;115,500;116,800;EUR;150925
21.12.2018;116,500;117,400;115,700;116,500;EUR;301588
27.12.2018;116,200;116,200;113,600;114,500;EUR;126612
28.12.2018;114,800;117,700;114,700;117,700;EUR;102437
02.01.2019;116,700;117,000;114,500;116,400;EUR;170392
03.01.2019;115,700;118,700;115,400;117,800;EUR;215047
04.01.2019;117,800;120,300;117,600;120,100;EUR;181838
07.01.2019;120,600;121,600;117,600;118,300;EUR;219481
08.01.2019;118,300;119,300;118,000;118,400;EUR;135141
09.01.2019;119,400;120,600;118,100;120,300;EUR;185503
10.01.2019;119,900;122,600;119,500;122,600;EUR;185135
11.01.2019;122,900;123,400;122,100;122,800;EUR;175686
14.01.2019;122,600;122,600;121,900;122,500;EUR;118453
15.01.2019;123,400;123,900;122,400;122,900;EUR;164193
16.01.2019;123,100;123,600;122,800;123,500;EUR;120859
17.01.2019;123,200;123,900;122,500;123,700;EUR;134654
18.01.2019;124,500;125,400;124,100;125,100;EUR;139635
21.01.2019;125,400;126,700;125,200;126,400;EUR;110592
22.01.2019;126,400;127,600;125,900;126,100;EUR;142438
23.01.2019;126,200;128,500;125,800;128,000;EUR;216430
24.01.2019;128,100;129,300;127,600;129,300;EUR;170346
25.01.2019;129,500;129,700;127,800;127,800;EUR;167024
28.01.2019;127,900;128,100;126,900;127,700;EUR;146635
29.01.2019;127,800;128,700;127,300;128,300;EUR;217083
30.01.2019;128,300;128,600;126,700;127,400;EUR;168642
31.01.2019;127,200;128,100;125,100;125,900;EUR;217184
01.02.2019;126,300;127,600;125,800;127,400;EUR;144282
04.02.2019;127,600;128,200;126,900;127,700;EUR;115447
05.02.2019;127,900;128,500;126,000;127,300;EUR;222972
06.02.2019;127,400;127,500;126,600;127,400;EUR;124474
07.02.2019;127,000;128,300;126,400;126,500;EUR;185220
08.02.2019;126,300;127,100;125,300;125,800;EUR;178268
11.02.2019;126,000;127,800;125,900;127,800;EUR;178340
12.02.2019;128,800;129,200;128,000;128,300;EUR;146873
13.02.2019;129,400;129,400;127,600;128,700;EUR;138105
14.02.2019;129,000;129,800;127,700;127,800;EUR;192523
15.02.2019;127,500;129,000;127,000;128,700;EUR;176561
18.02.2019;129,000;129,300;128,400;128,900;EUR;73221
19.02.2019;128,600;130,200;128,200;130,000;EUR;173549
20.02.2019;129,900;131,000;129,300;130,400;EUR;150687
21.02.2019;131,100;131,800;130,300;130,400;EUR;155546
22.02.2019;130,400;131,000;129,900;130,000;EUR;106437
25.02.2019;130,300;130,800;130,100;130,500;EUR;102680
26.02.2019;130,200;130,900;129,700;130,700;EUR;123485
27.02.2019;130,400;130,800;129,600;130,300;EUR;131927
28.02.2019;129,900;131,200;129,600;131,000;EUR;180272
01.03.2019;131,900;132,300;131,300;131,500;EUR;149612
04.03.2019;132,100;132,300;131,000;131,000;EUR;110923
05.03.2019;131,200;132,000;130,700;131,100;EUR;153400
06.03.2019;131,200;131,800;131,100;131,300;EUR;123862
07.03.2019;131,000;132,000;127,600;128,700;EUR;269665
08.03.2019;128,500;128,700;126,700;126,900;EUR;223919
11.03.2019;127,400;127,700;126,900;127,500;EUR;174363
12.03.2019;128,200;128,200;126,900;128,000;EUR;189453
13.03.2019;128,300;128,900;127,400;128,300;EUR;147841
14.03.2019;128,400;130,100;128,400;129,700;EUR;161384
15.03.2019;130,300;132,100;129,800;132,100;EUR;904345
18.03.2019;132,100;132,900;131,300;132,400;EUR;178446
19.03.2019;132,400;132,900;132,100;132,200;EUR;121215
20.03.2019;131,800;132,100;126,500;126,800;EUR;282175
21.03.2019;126,600;126,600;125,200;126,400;EUR;171434
22.03.2019;126,900;127,000;125,600;125,600;EUR;156891
25.03.2019;125,600;126,200;124,900;125,600;EUR;139350
26.03.2019;126,200;127,300;125,600;125,800;EUR;143195
27.03.2019;126,300;126,700;125,300;126,700;EUR;147398
28.03.2019;126,900;127,300;126,300;127,000;EUR;117827
29.03.2019;127,700;128,700;127,000;128,000;EUR;209542
01.04.2019;129,200;129,600;128,600;128,800;EUR;180810
02.04.2019;128,800;130,600;128,800;129,900;EUR;140768
03.04.2019;131,000;132,700;130,800;132,500;EUR;240237
04.04.2019;132,300;132,800;131,700;131,900;EUR;151574
05.04.2019;131,700;132,200;131,100;131,700;EUR;138692
08.04.2019;132,000;132,100;130,800;131,400;EUR;121400
09.04.2019;130,700;132,400;130,200;130,200;EUR;143281
10.04.2019;130,100;130,700;129,800;129,800;EUR;198169
11.04.2019;129,800;130,400;129,600;130,300;EUR;129502
12.04.2019;130,400;130,700;129,600;130,700;EUR;115954
15.04.2019;131,000;131,300;130,500;131,000;EUR;101311
16.04.2019;131,200;133,900;131,000;133,600;EUR;163038
17.04.2019;133,300;133,900;132,700;133,400;EUR;112013
18.04.2019;133,600;134,000;132,900;133,600;EUR;94951
23.04.2019;134,200;134,700;133,000;134,700;EUR;160928
24.04.2019;134,500;135,400;133,900;135,000;EUR;209721
25.04.2019;135,200;135,400;134,300;135,000;EUR;147084
26.04.2019;135,400;135,700;134,800;135,100;EUR;123533
29.04.2019;136,000;136,000;134,900;135,700;EUR;139455
30.04.2019;133,500;134,900;133,500;134,400;EUR;194206
02.05.2019;134,400;134,500;132,600;132,800;EUR;183771
03.05.2019;132,900;133,600;131,900;133,300;EUR;111195
06.05.2019;132,100;132,700;130,600;131,900;EUR;122084
07.05.2019;133,000;135,300;133,000;133,600;EUR;229474
08.05.2019;133,800;135,600;133,100;135,100;EUR;230264
09.05.2019;129,600;130,000;126,500;126,600;EUR;250172
10.05.2019;127,400;129,600;127,200;128,900;EUR;348129
13.05.2019;129,300;129,500;127,500;128,200;EUR;175521
14.05.2019;127,600;130,600;127,600;130,600;EUR;220045
15.05.2019;131,400;134,000;130,600;134,000;EUR;262996
16.05.2019;133,600;137,500;133,400;136,800;EUR;285047
17.05.2019;137,400;137,800;135,700;136,300;EUR;173070
20.05.2019;136,700;137,200;134,500;135,200;EUR;146831
21.05.2019;135,200;136,700;134,900;135,200;EUR;179863
22.05.2019;134,200;135,700;133,800;134,800;EUR;192506
23.05.2019;133,800;134,700;133,100;133,500;EUR;156321
24.05.2019;133,800;135,400;133,800;134,700;EUR;155286
27.05.2019;135,400;135,800;134,600;134,800;EUR;63140
28.05.2019;135,100;135,400;133,800;134,500;EUR;234967
29.05.2019;134,000;134,400;132,500;133,100;EUR;175154
30.05.2019;133,800;135,400;133,800;135,200;EUR;88443
31.05.2019;133,500;134,200;132,700;134,200;EUR;199198
03.06.2019;133,400;135,200;132,900;135,200;EUR;150199
04.06.2019;135,200;136,500;134,600;136,400;EUR;183352
05.06.2019;137,000;137,700;136,300;137,700;EUR;192474
06.06.2019;137,500;138,200;137,100;137,800;EUR;149188
07.06.2019;138,300;139,900;137,900;139,600;EUR;158417
11.06.2019;140,600;140,800;139,800;139,900;EUR;109992
12.06.2019;139,800;140,300;139,000;140,300;EUR;152988
13.06.2019;139,800;140,500;139,700;140,100;EUR;122058
14.06.2019;139,800;140,200;139,100;140,200;EUR;85648
17.06.2019;140,600;141,200;140,200;140,800;EUR;116686
18.06.2019;140,400;141,300;139,800;141,100;EUR;164948
19.06.2019;140,700;141,600;140,400;141,100;EUR;159318
20.06.2019;141,600;142,200;140,700;140,900;EUR;138605
21.06.2019;141,200;142,200;140,700;141,700;EUR;352603
24.06.2019;142,000;143,300;141,800;141,800;EUR;129054
25.06.2019;141,800;142,200;140,900;142,000;EUR;151578
26.06.2019;141,700;142,000;141,000;141,000;EUR;161347
27.06.2019;141,700;141,700;139,600;140,500;EUR;153373
28.06.2019;140,300;142,600;140,200;142,200;EUR;175798
01.07.2019;143,000;143,900;142,600;143,000;EUR;157871
02.07.2019;143,100;145,600;142,700;145,600;EUR;161245
03.07.2019;146,100;148,000;145,700;147,400;EUR;169824
04.07.2019;147,600;147,800;146,800;147,100;EUR;111505
05.07.2019;147,700;147,700;144,600;145,300;EUR;139241
08.07.2019;145,500;145,900;144,800;145,100;EUR;156530
09.07.2019;144,600;146,000;144,300;145,400;EUR;137826
10.07.2019;145,700;145,700;143,800;143,900;EUR;99470
11.07.2019;144,300;144,300;142,400;142,700;EUR;165905
12.07.2019;142,500;143,000;142,000;142,500;EUR;102421
15.07.2019;142,800;143,800;142,600;143,200;EUR;123213
16.07.2019;143,000;144,300;143,000;144,000;EUR;118463
17.07.2019;144,300;144,600;143,400;143,400;EUR;118502
18.07.2019;142,700;143,600;142,600;143,200;EUR;91058
19.07.2019;144,000;144,500;143,300;143,800;EUR;78030
22.07.2019;143,400;143,500;142,200;142,900;EUR;74846
23.07.2019;143,000;143,300;142,000;142,300;EUR;92327
24.07.2019;142,300;143,500;141,800;143,000;EUR;108686
25.07.2019;143,700;143,900;141,000;141,500;EUR;109554
26.07.2019;141,900;142,500;141,300;141,800;EUR;84994
29.07.2019;141,700;143,600;141,300;143,300;EUR;90253
30.07.2019;143,800;143,800;140,700;140,900;EUR;95584
31.07.2019;140,700;141,900;140,000;141,700;EUR;149075
01.08.2019;140,900;143,000;140,600;143,000;EUR;121158
02.08.2019;141,900;142,500;140,400;141,000;EUR;129705
05.08.2019;140,100;140,700;139,100;139,500;EUR;136091
06.08.2019;139,000;139,600;137,700;137,700;EUR;159069
07.08.2019;138,800;139,900;137,700;138,600;EUR;170856
08.08.2019;137,100;141,600;136,000;141,500;EUR;175758
09.08.2019;141,700;142,900;141,500;142,000;EUR;135360
12.08.2019;143,800;145,300;143,800;144,600;EUR;156096
13.08.2019;144,400;144,600;141,900;143,700;EUR;152082
14.08.2019;143,600;144,400;141,700;142,500;EUR;163047
15.08.2019;143,000;143,400;140,600;142,300;EUR;138392
16.08.2019;142,900;144,900;142,300;144,700;EUR;132884
19.08.2019;146,400;147,400;145,500;146,500;EUR;148673
20.08.2019;147,100;147,300;145,700;146,300;EUR;96067
21.08.2019;146,800;149,800;146,800;149,200;EUR;147326
22.08.2019;148,900;149,100;146,700;147,600;EUR;145245
23.08.2019;148,100;148,200;146,300;146,300;EUR;94607
26.08.2019;145,500;146,800;145,100;146,400;EUR;71003
27.08.2019;146,800;147,200;145,400;146,700;EUR;163125
28.08.2019;146,400;146,500;143,400;144,500;EUR;135545
29.08.2019;144,100;145,800;143,900;145,700;EUR;106903
30.08.2019;146,700;146,700;144,400;144,800;EUR;125330
02.09.2019;145,000;147,600;145,000;146,800;EUR;87832
03.09.2019;146,900;147,000;146,100;146,200;EUR;79976
04.09.2019;147,500;148,700;147,200;147,800;EUR;94203
05.09.2019;148,600;149,900;148,300;148,700;EUR;103329
06.09.2019;149,300;149,900;148,600;149,300;EUR;97125
09.09.2019;149,600;151,800;149,500;150,900;EUR;116708
10.09.2019;150,000;152,500;149,300;151,900;EUR;149301
11.09.2019;152,300;153,400;151,800;152,400;EUR;115430
12.09.2019;152,300;152,800;149,700;151,000;EUR;155885
13.09.2019;151,300;151,700;150,300;151,200;EUR;97199
16.09.2019;149,100;149,400;147,200;148,200;EUR;138779
17.09.2019;148,000;148,400;147,100;148,300;EUR;160607
18.09.2019;148,300;149,600;148,300;149,000;EUR;136803
19.09.2019;148,900;150,400;148,300;150,100;EUR;109519
20.09.2019;150,300;152,100;150,200;151,700;EUR;219212
23.09.2019;151,700;152,100;150,800;151,700;EUR;84769
24.09.2019;152,400;153,200;151,400;153,000;EUR;113308
25.09.2019;152,500;153,000;150,800;152,500;EUR;118447
26.09.2019;152,600;155,100;151,700;154,800;EUR;147966
27.09.2019;155,700;155,700;152,500;154,000;EUR;108724
30.09.2019;153,900;155,200;153,600;155,100;EUR;118414
01.10.2019;156,100;156,700;153,700;154,400;EUR;138620
02.10.2019;154,300;154,400;152,100;152,500;EUR;147661
04.10.2019;153,000;154,100;151,800;153,800;EUR;132786
07.10.2019;154,200;155,500;153,700;155,200;EUR;139100
08.10.2019;155,900;156,000;154,300;154,400;EUR;83248
09.10.2019;155,100;155,200;153,700;154,900;EUR;106547
10.10.2019;155,400;156,100;153,000;154,200;EUR;225783
11.10.2019;155,100;156,600;153,900;155,700;EUR;138849
14.10.2019;155,600;156,700;154,800;156,400;EUR;103558
15.10.2019;156,800;158,100;156,200;157,800;EUR;116471
16.10.2019;158,200;158,600;155,500;156,400;EUR;130144
17.10.2019;156,800;158,900;156,500;157,200;EUR;111398
18.10.2019;157,200;158,200;156,400;158,100;EUR;117062
21.10.2019;158,000;159,600;157,200;157,600;EUR;130174
22.10.2019;157,800;158,200;156,600;158,200;EUR;130851
23.10.2019;157,200;157,800;156,500;157,400;EUR;134661
24.10.2019;158,100;160,200;157,800;159,900;EUR;140170
25.10.2019;159,800;160,300;157,900;158,200;EUR;101231
28.10.2019;159,700;160,200;158,300;159,700;EUR;95051
29.10.2019;160,000;160,100;158,700;159,900;EUR;105789
30.10.2019;160,300;160,600;159,500;160,400;EUR;113891
31.10.2019;160,700;160,800;158,600;158,800;EUR;157633
01.11.2019;158,800;159,800;158,000;159,300;EUR;109500
04.11.2019;161,300;162,200;160,100;161,500;EUR;177991
05.11.2019;161,300;161,400;159,600;160,600;EUR;176500
06.11.2019;161,500;165,800;159,100;165,800;EUR;250051
07.11.2019;165,200;166,400;164,600;165,800;EUR;136742
08.11.2019;165,500;165,700;164,700;165,700;EUR;143997
11.11.2019;165,700;165,800;164,100;165,800;EUR;117749
12.11.2019;166,000;166,700;164,700;166,300;EUR;150281
13.11.2019;166,400;166,500;163,600;165,500;EUR;150707
14.11.2019;165,000;166,500;164,700;166,400;EUR;119814
15.11.2019;167,100;168,500;166,700;168,400;EUR;130680
18.11.2019;167,800;168,500;166,800;167,000;EUR;139512
19.11.2019;167,300;168,500;166,500;166,600;EUR;138823
20.11.2019;168,000;168,500;165,500;168,300;EUR;148135
21.11.2019;167,400;168,900;167,000;167,800;EUR;110193
22.11.2019;168,400;168,700;166,500;166,500;EUR;125047
25.11.2019;167,400;167,500;166,200;166,900;EUR;98047
26.11.2019;167,200;167,300;165,900;166,500;EUR;731271
27.11.2019;165,400;168,200;165,400;168,100;EUR;131007
28.11.2019;168,200;168,600;167,600;168,400;EUR;75665
29.11.2019;167,600;169,600;167,600;168,500;EUR;120109
02.12.2019;168,600;169,400;165,900;165,900;EUR;153584
03.12.2019;166,500;168,100;165,500;165,500;EUR;159923
04.12.2019;166,000;168,100;165,500;167,800;EUR;133881
05.12.2019;168,200;168,600;166,800;166,800;EUR;100828
06.12.2019;166,400;168,600;166,400;168,400;EUR;71966
09.12.2019;167,500;169,800;167,500;169,600;EUR;118185
10.12.2019;168,900;169,100;167,200;168,800;EUR;149317
11.12.2019;168,800;169,900;168,400;169,900;EUR;104080
12.12.2019;169,800;172,100;169,600;171,300;EUR;171203
13.12.2019;172,800;173,500;170,200;171,700;EUR;215587
16.12.2019;172,100;172,800;171,700;172,600;EUR;115671
17.12.2019;172,800;175,300;172,300;175,200;EUR;200784
18.12.2019;174,700;175,700;173,800;173,800;EUR;128058
19.12.2019;174,200;174,300;172,700;173,500;EUR;122416
20.12.2019;174,300;175,700;173,500;174,800;EUR;324865
23.12.2019;175,500;175,600;174,000;174,900;EUR;80547
27.12.2019;175,800;176,300;174,100;174,400;EUR;63829
30.12.2019;174,500;174,800;172,300;172,300;EUR;61540
02.01.2020;172,100;175,400;171,600;174,500;EUR;131274
03.01.2020;173,300;174,000;172,300;173,900;EUR;98287
06.01.2020;172,600;173,500;171,100;173,100;EUR;111974
07.01.2020;173,200;175,400;173,200;174,100;EUR;103102
08.01.2020;173,100;173,500;171,700;173,500;EUR;148720
09.01.2020;174,500;175,800;173,800;174,500;EUR;135546
10.01.2020;174,800;175,700;173,100;173,300;EUR;101560
13.01.2020;173,500;173,500;172,000;172,500;EUR;104585
14.01.2020;172,300;173,500;171,300;173,500;EUR;122554
15.01.2020;172,900;173,700;172,100;173,700;EUR;139787
16.01.2020;173,300;175,300;173,300;175,000;EUR;105901
17.01.2020;175,800;177,700;175,200;177,700;EUR;176924
20.01.2020;177,800;179,500;177,100;178,400;EUR;89307
21.01.2020;178,100;178,600;177,400;178,500;EUR;89038
22.01.2020;179,000;179,800;178,400;179,200;EUR;102928
23.01.2020;178,900;179,900;178,100;178,100;EUR;104771
24.01.2020;178,000;179,800;177,900;179,400;EUR;109964
27.01.2020;177,800;178,300;175,900;176,000;EUR;91639
28.01.2020;176,400;178,700;176,300;178,600;EUR;106098
29.01.2020;179,500;179,800;177,700;179,300;EUR;98094
30.01.2020;178,100;178,700;177,100;177,100;EUR;128552
31.01.2020;178,000;178,800;175,500;175,500;EUR;154745
03.02.2020;175,400;178,000;175,200;177,800;EUR;137368
04.02.2020;179,000;179,300;177,600;178,500;EUR;134395
05.02.2020;178,400;182,500;177,700;182,500;EUR;163267
06.02.2020;182,900;185,500;182,900;184,400;EUR;189880
07.02.2020;184,400;186,900;184,100;185,700;EUR;178054
10.02.2020;185,200;186,800;184,900;186,600;EUR;116254
11.02.2020;187,000;188,600;186,700;188,600;EUR;148727
12.02.2020;188,600;188,600;187,400;188,500;EUR;120990
13.02.2020;188,000;191,200;187,700;191,200;EUR;115534
14.02.2020;191,400;192,000;191,000;192,000;EUR;72136
17.02.2020;192,800;192,800;191,200;191,500;EUR;64514
18.02.2020;190,500;192,200;189,900;190,200;EUR;136541
19.02.2020;190,800;192,500;190,300;192,400;EUR;81271
20.02.2020;191,900;192,400;189,400;189,900;EUR;140025
21.02.2020;188,700;189,900;188,000;188,200;EUR;114663
24.02.2020;182,600;184,200;180,100;181,300;EUR;200343
25.02.2020;182,300;183,300;178,000;178,100;EUR;215363
26.02.2020;175,700;176,100;170,600;175,600;EUR;399146
27.02.2020;172,200;174,000;167,300;168,400;EUR;265723
28.02.2020;160,700;164,200;159,500;161,000;EUR;448759
02.03.2020;163,800;165,400;158,500;161,400;EUR;293878
03.03.2020;164,100;168,700;163,700;164,600;EUR;272319
04.03.2020;166,500;168,200;164,500;166,800;EUR;233189
05.03.2020;168,400;169,100;162,900;163,700;EUR;277600
06.03.2020;159,500;161,200;155,300;157,300;EUR;266052
09.03.2020;145,300;150,800;140,000;145,400;EUR;420659
10.03.2020;147,000;151,400;141,900;143,500;EUR;389096
11.03.2020;143,500;144,900;140,300;140,500;EUR;275072
12.03.2020;132,500;133,100;115,500;115,500;EUR;690341
13.03.2020;118,800;124,800;112,000;113,600;EUR;555003
16.03.2020;109,200;110,900;98,250;107,500;EUR;557437
17.03.2020;110,400;114,500;103,000;111,000;EUR;521791
18.03.2020;107,100;113,100;106,500;110,500;EUR;428761
19.03.2020;110,600;114,400;105,300;112,800;EUR;441311
20.03.2020;119,900;125,400;111,700;115,600;EUR;522121
23.03.2020;110,300;116,300;108,100;111,300;EUR;361367
24.03.2020;117,100;130,500;115,700;130,300;EUR;405333
25.03.2020;136,600;141,100;127,900;136,700;EUR;380961
26.03.2020;133,400;135,000;128,900;135,000;EUR;330056
27.03.2020;132,000;133,000;127,800;130,000;EUR;295350
30.03.2020;130,000;130,600;125,000;128,900;EUR;193902
31.03.2020;131,200;134,200;129,600;131,000;EUR;387256
01.04.2020;127,600;129,400;125,100;125,200;EUR;292290
02.04.2020;128,200;128,500;124,800;126,900;EUR;187116
03.04.2020;124,900;127,900;123,900;125,500;EUR;170624
06.04.2020;131,100;131,700;129,000;131,500;EUR;198927
07.04.2020;136,400;138,400;133,900;135,800;EUR;230550
08.04.2020;135,300;135,800;129,800;132,200;EUR;184666
09.04.2020;133,600;138,300;131,800;138,100;EUR;164032
14.04.2020;140,800;141,000;133,800;135,000;EUR;257643
15.04.2020;135,000;136,400;132,000;132,900;EUR;244201
16.04.2020;134,100;136,300;131,000;131,000;EUR;247028
17.04.2020;136,300;136,900;132,000;134,200;EUR;222442
20.04.2020;135,100;137,200;134,300;136,000;EUR;119502
21.04.2020;134,000;135,700;133,000;133,700;EUR;184366
22.04.2020;135,900;136,900;132,600;132,600;EUR;223561
23.04.2020;133,700;135,400;131,000;134,700;EUR;173978
24.04.2020;132,000;134,400;131,400;134,000;EUR;187369
27.04.2020;136,200;140,100;135,600;139,900;EUR;195307
28.04.2020;140,000;146,000;139,000;144,800;EUR;323634
29.04.2020;144,700;150,300;144,100;150,300;EUR;234143
30.04.2020;152,500;152,600;144,000;145,500;EUR;340883
04.05.2020;141,500;142,000;137,800;138,000;EUR;249485
05.05.2020;138,600;140,500;138,100;139,900;EUR;178111
06.05.2020;142,800;146,700;140,900;146,000;EUR;301509
07.05.2020;142,500;143,800;139,800;141,100;EUR;281878
08.05.2020;143,000;143,000;137,700;139,000;EUR;217903
11.05.2020;140,100;140,400;135,800;137,100;EUR;200475
12.05.2020;136,700;140,400;136,400;138,700;EUR;197770
13.05.2020;136,200;139,100;135,300;136,200;EUR;188747
14.05.2020;135,000;135,400;127,500;131,400;EUR;277071
15.05.2020;132,400;133,200;130,500;132,800;EUR;177859
18.05.2020;134,300;137,600;133,700;137,400;EUR;114161
19.05.2020;139,900;140,500;137,300;138,300;EUR;105665
20.05.2020;138,100;139,200;135,300;139,200;EUR;120897
21.05.2020;138,400;139,700;136,800;139,500;EUR;101704
22.05.2020;137,500;140,200;135,100;139,200;EUR;120963
25.05.2020;140,600;142,500;139,000;142,500;EUR;80527
26.05.2020;144,600;149,400;143,700;148,500;EUR;205926
27.05.2020;146,800;150,900;145,100;148,400;EUR;205624
28.05.2020;150,300;150,900;146,400;147,100;EUR;143448
29.05.2020;145,400;145,700;142,600;144,600;EUR;418424
02.06.2020;148,000;151,300;147,200;150,400;EUR;172979
03.06.2020;152,000;164,400;151,500;164,400;EUR;325338
04.06.2020;163,600;163,600;160,300;161,900;EUR;253535
05.06.2020;162,400;166,300;162,000;165,700;EUR;190642
08.06.2020;163,300;166,800;162,400;164,800;EUR;184641
09.06.2020;164,600;165,300;158,700;160,700;EUR;192858
10.06.2020;161,400;164,900;159,900;161,500;EUR;186968
11.06.2020;157,000;160,800;156,200;157,000;EUR;161527
12.06.2020;155,300;158,500;153,400;154,700;EUR;267095
15.06.2020;150,600;156,100;149,200;155,500;EUR;212564
16.06.2020;159,000;161,200;157,500;159,800;EUR;206416
17.06.2020;159,400;161,200;155,900;156,300;EUR;133303
18.06.2020;156,000;158,000;154,000;156,500;EUR;127687
19.06.2020;158,200;158,200;154,100;154,100;EUR;391271
22.06.2020;151,600;155,200;151,500;153,300;EUR;136967
23.06.2020;155,100;158,200;153,900;156,200;EUR;136351
24.06.2020;155,100;156,000;151,500;151,500;EUR;117121
25.06.2020;150,100;154,800;147,800;153,900;EUR;146428
26.06.2020;155,000;155,400;151,700;151,700;EUR;107127
29.06.2020;151,700;153,200;150,400;151,800;EUR;93493
30.06.2020;152,600;153,600;151,200;153,400;EUR;138702
01.07.2020;151,500;153,700;149,700;153,100;EUR;139498
02.07.2020;155,400;158,100;154,000;156,700;EUR;128670
03.07.2020;156,500;156,500;154,700;155,700;EUR;56705
06.07.2020;157,500;160,000;156,000;157,200;EUR;93871
07.07.2020;155,000;156,000;151,900;153,800;EUR;156263
08.07.2020;152,700;155,500;152,700;154,400;EUR;88908
09.07.2020;155,700;155,800;152,200;152,200;EUR;90344
10.07.2020;151,000;153,600;150,300;153,600;EUR;114879
13.07.2020;155,000;155,100;152,200;153,100;EUR;103777
14.07.2020;151,900;157,100;150,200;156,800;EUR;166047
15.07.2020;157,800;158,000;155,300;157,200;EUR;83654
16.07.2020;156,000;157,900;156,000;157,800;EUR;90402
17.07.2020;158,200;158,200;154,800;155,300;EUR;73655
20.07.2020;155,100;158,100;152,800;157,400;EUR;96336
21.07.2020;159,100;159,700;157,200;157,800;EUR;121976
22.07.2020;156,800;157,700;156,000;157,300;EUR;84424
23.07.2020;157,200;157,200;153,000;153,300;EUR;110931
24.07.2020;151,000;152,600;150,500;151,200;EUR;80659
27.07.2020;150,300;151,200;149,800;150,000;EUR;75421
28.07.2020;150,200;151,400;148,900;150,100;EUR;87825
29.07.2020;149,300;151,300;149,300;150,000;EUR;58755
30.07.2020;149,400;149,900;140,900;144,100;EUR;216030
31.07.2020;144,400;147,600;143,400;143,400;EUR;134378
03.08.2020;143,500;147,500;142,400;147,200;EUR;108627
04.08.2020;147,300;148,900;143,900;144,600;EUR;118416
05.08.2020;141,500;144,400;140,200;141,000;EUR;193366
06.08.2020;141,900;142,300;137,100;138,100;EUR;185850
07.08.2020;138,200;138,600;136,600;138,600;EUR;134946
10.08.2020;139,200;141,100;138,300;139,700;EUR;116778
11.08.2020;141,000;142,300;140,600;141,300;EUR;137245
12.08.2020;140,600;144,900;140,400;144,400;EUR;137419
13.08.2020;144,000;144,300;142,200;142,700;EUR;117296
14.08.2020;142,100;142,800;140,900;142,800;EUR;80196
17.08.2020;142,400;142,600;140,100;141,300;EUR;79649
18.08.2020;141,100;143,000;139,600;142,300;EUR;103893
19.08.2020;142,300;144,200;141,000;144,100;EUR;85942
20.08.2020;143,000;143,100;141,400;141,700;EUR;114177
21.08.2020;142,100;143,000;141,100;142,300;EUR;118792
24.08.2020;142,500;144,700;142,500;144,200;EUR;51648
25.08.2020;144,400;145,700;144,100;144,200;EUR;102236
26.08.2020;143,900;144,800;143,000;144,700;EUR;120781
27.08.2020;144,200;144,900;142,900;143,800;EUR;150738
28.08.2020;144,300;146,200;143,000;144,600;EUR;80419
31.08.2020;145,600;145,600;142,600;142,600;EUR;114121
01.09.2020;143,900;144,600;141,900;142,900;EUR;77424
02.09.2020;144,300;146,800;143,600;146,800;EUR;146966
03.09.2020;147,000;148,500;144,300;144,400;EUR;122884
04.09.2020;143,400;144,700;140,000;140,000;EUR;113818
07.09.2020;142,500;144,000;142,100;143,000;EUR;117044
08.09.2020;143,600;144,800;141,800;142,400;EUR;99900
09.09.2020;141,900;148,800;141,700;146,800;EUR;200038
10.09.2020;147,400;147,500;143,400;143,800;EUR;130915
11.09.2020;144,000;144,600;142,400;143,200;EUR;87716
14.09.2020;144,400;145,100;142,100;142,100;EUR;85709
15.09.2020;142,100;142,400;139,700;139,700;EUR;218525
16.09.2020;140,100;140,800;137,700;138,200;EUR;214227
17.09.2020;136,500;136,500;134,500;134,500;EUR;156938
18.09.2020;134,300;134,900;131,600;131,600;EUR;353653
21.09.2020;129,100;129,200;125,900;126,600;EUR;216062
22.09.2020;127,500;128,500;126,400;126,400;EUR;171217
23.09.2020;127,600;130,000;126,500;126,900;EUR;129967
24.09.2020;126,100;127,700;125,600;127,500;EUR;173023
25.09.2020;128,000;128,500;125,600;127,800;EUR;197486
28.09.2020;130,900;132,300;130,000;132,000;EUR;158728
29.09.2020;132,000;133,100;131,000;131,200;EUR;148340
30.09.2020;130,300;133,900;130,300;132,200;EUR;151934
01.10.2020;133,500;133,700;131,000;131,400;EUR;118449
02.10.2020;130,500;134,200;130,100;133,900;EUR;165155
05.10.2020;135,600;139,100;135,000;139,000;EUR;226886
06.10.2020;138,800;139,100;135,800;136,000;EUR;139896
07.10.2020;136,200;136,500;132,400;133,000;EUR;139547
08.10.2020;133,500;135,900;133,000;134,900;EUR;98369
09.10.2020;133,700;134,800;131,600;132,400;EUR;134545
12.10.2020;133,100;133,400;132,300;133,000;EUR;124898
13.10.2020;133,200;133,900;131,000;131,000;EUR;115347
14.10.2020;131,100;131,900;129,500;131,300;EUR;129992
15.10.2020;130,100;130,200;127,000;128,700;EUR;117022
16.10.2020;129,600;129,600;126,800;128,800;EUR;122862
19.10.2020;128,700;130,800;128,300;129,400;EUR;99473
20.10.2020;128,500;130,500;127,800;128,800;EUR;129305
21.10.2020;129,500;130,000;126,400;127,900;EUR;140840
22.10.2020;127,500;129,600;126,200;129,000;EUR;173043
